Character name,Allegiance,Culture,Birthyear,Deathyear,Gender,DeadAlive,POV,categories
Bennard_Brune,##House Brune of Brownhollow#,,NULL,NULL,,,,House Brune of Brownhollow#Nobles#Characters from the Crownlands#Knights#
Bennarion_Botley,##House Botley#,##Ironborn#,NULL,NULL,M,,N/A,House Botley#Nobles#Characters from the Iron Islands#
Bennet,,,NULL,NULL,M,,Brienne of Tarth,Characters from the Riverlands#
Bennis,##House Osgrey#,,NULL,NULL,,,,Smallfolk#Knights#Characters from Westeros#Thieves#
Beqqo,,##Braavosi#,NULL,NULL,M,,Arya Stark,Characters from Braavos#
Beren_Tallhart,##House Tallhart#,##Northmen#,289,NULL,M,A,Bran Stark,House Tallhart#Characters from the North#Nobles#
Berena_Hornwood,##House Hornwood#,##Northmen#,NULL,NULL,,,,Noblewomen#Characters from the North#House Hornwood#
Beric_Dondarrion,##House Dondarrion##Brotherhood without banners#,,277,300,,,,House Dondarrion#Members of the Brotherhood Without Banners#Characters from the Stormlands#Nobles#Knights#Outlaws#
Beron_Stark,##House Stark#,##Northmen#,NULL,NULL,M,,Bran Stark,House Stark#Nobles#Characters from the North#
Beron_Blacktyde,##House Blacktyde#Drowned men#,,NULL,NULL,M,,Asha Greyjoy,House Blacktyde#Characters from the Iron Islands#Drowned men#Nobles#Clergy#
Bertram_Beesbury,##House Beesbury#,,NULL,NULL,M,,Jaime Lannister,House Beesbury#Nobles#Characters from the Reach#Knights#
Bess_Bracken,##House Bracken#,,NULL,NULL,F,,N/A,House Bracken#Noblewomen#Characters from the Riverlands#
Bessa,,,NULL,NULL,F,,Tyrion Lannister,Characters from the Riverlands#
Bessa_(Winterfell),,,NULL,NULL,,,,Smallfolk#Characters from the North#
Beth_Cassel,##House Cassel#,##Northmen#,NULL,NULL,F,A,Arya Stark,House Cassel#Characters from the North#House Stark retainers#Noblewomen#
Bethany_(Blushing_Bethany),,##Braavosi#,NULL,NULL,,,,Smallfolk#Characters from Braavos#Prostitutes#
Bethany_Bolton,##House Bolton#House Ryswell#,##Northmen#,NULL,NULL,F,,N/A,House Ryswell#House Bolton#Noblewomen#Characters from the North#
Bethany_Bracken,##House Bracken#,,156,178,,,,House Bracken#Characters from the Riverlands#Mistresses of Aegon IV Targaryen#Noblewomen#
Bethany_Fair-Fingers,,,NULL,NULL,,,,Smallfolk#Singers#
Bethany_Redwyne,##House Redwyne#,,NULL,NULL,,,,Noblewomen#Characters from the Reach#House Redwyne#
Bethany_Rosby,##House Rosby#House Frey#,,265,284,,,,Noblewomen#Characters from the Crownlands#House Frey#House Rosby#
Betharios_of_Braavos,##House Frey#,,NULL,NULL,,,,House Frey#Characters from Braavos#
Bhakaz_zo_Loraq,##House of Loraq#,##Ghiscari#,NULL,NULL,,,,House of Loraq#Characters from Meereen#Courtiers and followers of Daenerys Targaryen#Nobles#
Bharbo,,##Dothraki#,NULL,NULL,M,D,Daenerys Targaryen,Characters from the Dothraki sea#Khals#
Big_Boil,,##Free Folk#,NULL,NULL,M,,Jon Snow,Wildlings#Characters from Beyond the Wall#
Biter,##Brave Companions#,,NULL,300,M,D,Arya Stark,Recruits of the Night's Watch#Members of the Brave Companions#Smallfolk#Characters from the Crownlands#
Black_Bernarr,##Night's Watch#,,NULL,NULL,,,,Members of the Night's Watch#Rangers of the Night's Watch#
Black_Jack_Bulwer,##Night's Watch#,,NULL,300,,,,Nobles#Characters from the Reach#Rangers of the Night's Watch#Members of the Night's Watch#House Bulwer#
Blane,##Night's Watch#,,NULL,NULL,M,,Chett,Members of the Night's Watch#Characters from the North#
Doss,,##Free Folk#,NULL,NULL,M,,Jon Snow,Wildlings#Characters from Beyond the Wall#
Bloodbeard,##Company of the Cat#,,NULL,NULL,M,,Quentyn Martell,Mercenaries#
Bluetooth,##House Greyjoy#,##Ironborn#,NULL,NULL,M,A,Theon Greyjoy,Characters from the Iron Islands#
Bodger,,##Free Folk#,NULL,NULL,M,D,Jon Snow,Wildlings#Characters from Beyond the Wall#
Bonifer_Hasty,##House Hasty#,,NULL,NULL,M,,Sansa Stark,House Hasty#Nobles#Castellans#Characters from the Stormlands#Knights#
Borcas,##Night's Watch#,,NULL,NULL,M,A,Jon Snow,Stewards of the Night's Watch#Characters from the North#
Boremund_Harlaw,##House Harlaw of Harridan Hill#,##Ironborn#,NULL,NULL,M,,Asha Greyjoy,House Harlaw#Nobles#Characters from the Iron Islands#
Boros_Blount,##House Blount#Kingsguard#,,NULL,NULL,M,A,Bran Stark,House Blount#Nobles#Characters from the Crownlands#Members of the Kingsguard#Knights#Food tasters#
Borroq,,##Free folk#,NULL,NULL,M,,Varamyr Sixskins,Wildlings#Skinchangers#Characters from Beyond the Wall#
Bors,##House Martell#,,NULL,NULL,M,,Arianne Martell,Smallfolk#Characters from Dorne#House Martell retainers#
Bowen_Marsh,##Night's Watch#,,NULL,NULL,M,A,Jon Snow,Nobles#Castellans#Stewards of the Night's Watch#Members of the Night's Watch#Characters from the North#House Marsh#
Boy,,,284,NULL,,,,Smallfolk#Characters from the Riverlands#Collaborators of the Brotherhood Without Banners#
Bradamar_Frey,##House Frey#,,289,NULL,M,,N/A,Nobles#Characters from the Riverlands#House Frey#
Brandon_Norrey,##House Norrey#,##Northern mountain clans#,NULL,NULL,M,,N/A,Nobles#Characters from the North#House Norrey#
Brandon_Stark,##House Stark#,##Northmen#,262,282,M,,Davos Seaworth,House Stark#Characters from the North#Nobles#Statues#
Brandon_Stark_(son_of_Cregan),##House Stark#,##Northmen#,NULL,NULL,,,,House Stark#Nobles#Characters from the North#
Bran_Stark,##House Stark#,##Northmen#,290,NULL,,,,House Stark#POV characters#Nobles#Characters from the North#Greensight#Skinchangers#Cripples#
Bran_the_Builder,##House Stark#,##First Men#,NULL,NULL,,,,House Stark#Characters from the North#Legendary Heroes#Nobles#
Brandon_Stark_(Bad),##House Stark#,##Northmen#,NULL,NULL,,,,House Stark#Monarchs#Nobles#Characters from the North#
Brandon_Stark_(Burner),##House Stark#,##Northmen#,NULL,NULL,,,,Nobles#Characters from the North#Monarchs#House Stark#
Brandon_Stark_(Shipwright),,##Northmen#,NULL,NULL,,,,House Stark#Nobles#Characters from the North#Monarchs#
Brandon_Tallhart,##House Tallhart#,##Northmen#,285,NULL,M,,N/A,House Tallhart#Nobles#Characters from the North#
Branston_Cuy,##House Cuy#,,NULL,NULL,,,,Nobles#Characters from the Reach#House Cuy#
Brea,,##Braavosi#,NULL,NULL,F,,Arya Stark,Smallfolk#Characters from Braavos#
Brella,##House Baratheon#(formerly)#House Lannister#(formerly)#,,NULL,NULL,F,,Tyrion Lannister,Smallfolk#Characters from the Crownlands#House Baratheon retainers#House Lannister retainers#Tyrion Lannister's household#
Brenett,##House Frey#,,NULL,NULL,M,,Catelyn Tully,Maesters#House Frey retainers#
Briar,,##Free Folk#,NULL,NULL,M,,Varamyr Sixskins,Wildlings#Skinchangers#Characters from Beyond the Wall#
Brienne_of_Tarth,##House Tarth#House Baratheon#of#Storm's End#Rainbow Guard#House Stark#,,280,NULL,,,,POV characters#House Tarth#Noblewomen#Characters from the Stormlands#Members of the Rainbow Guard#Warrior Women#
Brogg,,##Free Folk#,NULL,NULL,M,,Jon Snow,Wildlings#Characters from Beyond the Wall#
Bronn,##House Stokeworth#,,268,NULL,M,A,Tyrion Lannister,Captains of the guards#Mercenaries#Knights#Nobles#Lowborn nobles#Sellswords#Tyrion Lannister's household#House Stokeworth#Characters from Westeros#
Brown_Bernarr,##Night's Watch#,,NULL,299,,,,Rangers of the Night's Watch#Members of the Night's Watch#
Brusco,,##Braavosi#,NULL,NULL,M,,Arya Stark,Characters from Braavos#
Bryan_Frey,##House Frey#,,291,NULL,M,,N/A,House Frey#Nobles#Characters from the Riverlands#Squires#
Bryan_Fossoway,##House Fossoway of Cider Hall#,,NULL,299,M,D,Davos Seaworth,House Fossoway of Cider Hall#Nobles#Characters from the Reach#Knights#
Bryan_of_Oldtown,,#Reachmen#,NULL,NULL,,,,Merchants#Smallfolk#Characters from the Reach#Adventurers and explorers#
Bryce_Caron,##House Caron#Rainbow Guard#(former)#House Baratheon of Dragonstone#,,NULL,299,M,D,Sansa Stark,Nobles#Characters from the Stormlands#House Caron#Members of the Rainbow Guard#
Bryen,##House Baelish#,,220,NULL,M,,Sansa Stark,House Baelish retainers#Captains of the guards#Characters from the Vale#Smallfolk#
Bryen_Caron,##House Caron#,,NULL,289,,,,House Caron#Nobles#Characters from the Stormlands#
Bryen_Farring,##House Farring#,,NULL,300,M,D,Davos Seaworth,House Farring#Characters from the Crownlands#House Baratheon retainers#Nobles#Squires#
Brynden_Rivers,##House Targaryen#Night's Watch#,,175,252,M,,Samwell Tarly,House Targaryen#House Blackwood#Bastards#Characters from the Crownlands#Characters from the Riverlands#Legitimized bastards#Great Bastards#Hands of the King#Kinslayers#Lord Commanders of the Night's Watch#Nobles#Skinchangers#Spymasters#
Brynden_Tully,##House Tully#House Arryn#(formerly)#,##Rivermen#,245,NULL,M,A,Catelyn Tully,House Tully#Nobles#Castellans#Characters from the Riverlands#Knights#Wardens#
Buford_Bulwer,##House Bulwer#,,NULL,NULL,,,,Nobles#Characters from the Reach#House Bulwer#Knights#
Bump,,##Free folk#,NULL,NULL,M,D,Varamyr Sixskins,Wildlings#Characters from Beyond the Wall#
Burton_Crakehall,##House Crakehall#,,NULL,299,M,D,Catelyn Tully,House Crakehall#Nobles#Characters from the Westerlands#Knights#
Butterbumps,##House Tyrell#,,NULL,NULL,M,,N/A,Jesters#Smallfolk#House Tyrell retainers#
Buu,,,NULL,NULL,?,U,Arya Stark,Characters from the Crownlands#
Byam_Flint,##Night's Watch#,,NULL,299,M,D,Samwell Tarly,House Flint#Nobles#Members of the Night's Watch#Characters from the North#
Byan_Votyris,,##Norvoshi#,NULL,NULL,M,A,Daenerys Targaryen,Characters from Norvos#Smallfolk#
Byren_Flowers,,,NULL,NULL,,,,Bastards#Knights#Characters from the Reach#
Byron,##House Baelish#,,NULL,NULL,M,,Sansa Stark,House Baelish retainers#Knights#
Cadwyl,##House Greyjoy#,##Ironborn#,NULL,NULL,M,U,Theon Greyjoy,Characters from the Iron Islands#
Cadwyn,##House Lannister#,,NULL,NULL,M,A,Arya Stark,Characters from the Westerlands#Knights#
Lord_Cafferen,##House Cafferen#,,NULL,282,,,,House Cafferen#Nobles#Characters from the Stormlands#
Craghas_Drahar,##Kingdom of the Three Daughters#,##Myrish#,NULL,108,M,D,N/A,Characters from Myr#Sailors#Nobles#
Caleotte,##House Martell#,,NULL,NULL,M,A,N/A,Maesters#Characters from Westeros#House Martell retainers#
Calon,##House Stark#,##Northmen#,NULL,NULL,M,U,Bran Stark,Characters from the North#House Stark retainers#Smallfolk#
Camarron_of_the_Count,##House of Loraq#,##Ghiscari#,NULL,NULL,,,,Characters from Meereen#Ruling council of Meereen#Pit fighters#Slaves and freedmen#
Canker_Jeyne,,##Braavosi#,NULL,NULL,,,,Smallfolk#Characters from Braavos#Prostitutes#
Carellen_Smallwood,##House Smallwood#,,NULL,NULL,F,,Arya Stark,House Smallwood#Noblewomen#Characters from the Riverlands#
Carolei_Waynwood,##House Waynwood#,,NULL,NULL,,,,Noblewomen#Characters from the Vale#House Frey#House Waynwood#
Carrot,##House Royce of the Gates of the Moon#,,NULL,NULL,M,,Sansa Stark,Smallfolk#Characters from the Vale#
Cass,,,NULL,NULL,F,,Arya Stark,Smallfolk#Prostitutes#Characters from the Stormlands#Collaborators of the Brotherhood Without Banners#
Cassana_Estermont,##House Estermont#House Baratheon#,,NULL,278,,,,House Estermont#House Baratheon#Noblewomen#Characters from the Stormlands#
Cassella_Vaith,##House Vaith#,##Dornishmen#,NULL,NULL,,,,House Vaith#Characters from Dorne#Mistresses of Aegon IV Targaryen#Noblewomen#
Lord_Caswell,##House Caswell#,,NULL,NULL,,,,House Caswell#Nobles#Characters from the Reach#
Castos,,,NULL,NULL,,,,Archmaesters#Characters from Westeros#
Catelyn_Bracken,##House Bracken#,,NULL,NULL,F,,N/A,House Bracken#Noblewomen#Characters from the Riverlands#
Catelyn_Tully,##House Stark#House Tully#Brotherhood without banners#,##Riverlands#,264,299,,,,House Tully#House Stark#POV characters#Noblewomen#Characters from the Riverlands#
Cayn,##House Stark#,##Northmen#,NULL,298,M,D,Eddard Stark,Characters from the North#House Stark retainers#Smallfolk#
Cedra,##House Martell#,,NULL,NULL,,,,Smallfolk#Characters from Dorne#House Martell retainers#
Cedric_Payne,##House Payne#,,NULL,298,M,,Brienne of Tarth,House Payne#Knights#Nobles#Characters from the Westerlands#
Cedrik_Storm,##House Buckler#,,NULL,NULL,M,,Jaime Lannister,House Buckler#Bastards#Characters from the Stormlands#
Cellador,##Night's Watch#,,NULL,NULL,M,A,Jon Snow,Members of the Faith#Characters from Westeros#Members of the Night's Watch#Clergy#
Cerenna_Lannister,##House Lannister#,,NULL,NULL,F,A,N/A,Noblewomen#Characters from the Westerlands#House Lannister#
Cerrick,##House Webber#,##Ironborn#,NULL,NULL,,,,Maesters#Characters from the Iron Islands#House Webber retainers#
Cersei_Frey,##House Frey#,,293,NULL,F,,N/A,House Frey#Noblewomen#Characters from the Riverlands#
Cersei_Lannister,##House Lannister#,##Westerlands#,266,NULL,F,A,Catelyn Tully,House Lannister#House Baratheon#Royal Consorts#Regents#Noblewomen#Characters from the Westerlands#Members of the small council#POV characters#
Cetheres,,,NULL,NULL,,,,Archmaesters#Characters from Westeros#
Chataya,,##Summer Islands#,NULL,NULL,F,A,Eddard Stark,Characters from the Summer Islands#Prostitutes#
Chayle,,,NULL,299,M,D,Tyrion Lannister,Characters from the North#House Stark retainers#Members of the Faith#Clergy#
Chella,##Black Ears#,#The#Mountain clans#,NULL,NULL,F,A,Tyrion Lannister,Characters from the Vale#Tyrion Lannister's household#Warrior Women#Members of the mountain clans of the Vale#
Chett,##Night's Watch#,,NULL,299,M,D,Jon Snow,Smallfolk#Stewards of the Night's Watch#Members of the Night's Watch#Characters from the Riverlands#POV characters#
Cheyk,##Black Ears#,,NULL,NULL,,,,Characters from the Vale#Members of the mountain clans of the Vale#
Chiggen,,,NULL,298,M,D,Tyrion Lannister,Smallfolk#Mercenaries#Characters from Westeros#
Chiswyck,##House Clegane#,,NULL,299,M,D,Arya Stark,Smallfolk#Characters from the Westerlands#House Clegane retainers#
Clarence_Charlton,##House Charlton#,,NULL,NULL,,,,Nobles#Characters from the Riverlands#House Charlton#Knights#
Clarence_Crabb,##House Crabb#,,NULL,NULL,M,,Brienne of Tarth,House Crabb#Nobles#Characters from the Crownlands#Legendary Heroes#
Clarence_Crabb_(Short),##House Crabb#Kingsguard#,,NULL,NULL,,,,House Crabb#Characters from the Crownlands#Nobles#Members of the Kingsguard#Knights#
Clarent_Crakehall,##House Crakehall#The greens#,,NULL,130,M,D,N/A,House Crakehall#Characters from the Westerlands#Knights#
Clayton_Suggs,##House Baratheon of Dragonstone#Queen's men#,,NULL,NULL,M,,N/A,House Suggs#Characters from the Crownlands#Knights#Members of the queen's men#
Clement,,,252,NULL,M,,Brienne of Tarth,Characters from the Riverlands#
Clement_Crabb,##House Crabb#Kingsguard#,,NULL,NULL,M,,Brienne of Tarth,House Crabb#Characters from the Crownlands#Nobles#Members of the Kingsguard#Knights#
Clement_Piper,##House Piper#,,NULL,NULL,M,A,Catelyn Tully,House Piper#Nobles#Characters from the Riverlands#
Cleon,,##Astapori#,NULL,300,,,,Characters from Astapor#Slaves and freedmen#Monarchs#Nobles#Lowborn nobles#
Cleos_Frey,##House Frey#House Lannister#,,275,299,M,D,N/A,House Frey#Nobles#Knights#Characters from the Riverlands#
Cletus_Yronwood,##House Yronwood#,,NULL,300,M,D,Arianne Martell,House Yronwood#Characters from Dorne#Nobles#
Cley_Cerwyn,##House Cerwyn#,##Northmen#,285,299,M,D,Bran Stark,Nobles#Characters from the North#House Cerwyn#
Cleyton_Caswell,##House Caswell#,,NULL,NULL,,,,House Caswell#Nobles#Characters from the Reach#Knights#
Clifford_Conklyn,##House Conklyn#,,NULL,NULL,,,,House Conklyn#Characters from the Reach#Nobles#
Clubfoot_Karl,##Night's Watch#,,NULL,300,,,,Characters from Westeros#Stewards of the Night's Watch#Members of the Night's Watch#Deserters of the Night's Watch#
Clydas,##Night's Watch#,,240,NULL,M,A,Jon Snow,Stewards of the Night's Watch#Members of the Night's Watch#Characters from the North#
Cohollo,##Khal##Drogo#,##Dothraki#,NULL,298,M,D,Daenerys Targaryen,Characters from the Dothraki sea#Members of Drogo's khalasar#
Coldhands,##Three-eyed crow#,,NULL,NULL,,,,Characters from the North#
Colemon,##House Arryn#,,NULL,NULL,M,A,Eddard Stark,Maesters#Characters from Westeros#House Arryn retainers#
Colen_of_Greenpools,##House Baratheon#,,NULL,NULL,,,,Knights#House Baratheon retainers#
Colin_Florent,##House Florent#,,NULL,NULL,M,,N/A,Nobles#Castellans#Characters from the Reach#House Florent#
Collio_Quaynis,,##Tyroshi#,NULL,NULL,M,,Tyrion Lannister,Singers#Characters from Tyrosh#
Colmar_Frey,##House Frey#,,288,NULL,M,,N/A,Nobles#Characters from the Riverlands#House Frey#
Conn,##Stone Crows#,,NULL,298,M,D,Tyrion Lannister,Characters from the Vale#
Conwy,##Night's Watch#,,NULL,NULL,M,A,Jon Snow,Members of the Night's Watch#
Coratt,##Stone Crows#,,NULL,NULL,M,U,Tyrion Lannister,Characters from the Vale#
Corliss_Penny,##House Penny#House Baratheon of Dragonstone#Queen's men#,,NULL,NULL,M,,N/A,House Penny#Nobles#Knights#Members of the queen's men#Characters from Westeros#
Corlys_Velaryon,##House Velaryon#The blacks#The greens#,##Valyrian#,NULL,132,M,D,N/A,House Velaryon#Characters from the Crownlands#Hands of the King#Regents#Nobles#Adventurers and explorers#
Cortnay_Penrose,##House Penrose#,,NULL,299,M,D,Catelyn Tully,House Penrose#House Baratheon retainers#Nobles#Castellans#Characters from the Stormlands#Knights#
Cosgrove,##House Butterwell#,,NULL,NULL,,,,Characters from the Riverlands#House Butterwell retainers#
Cossomo,,##Braavosi#,NULL,NULL,M,A,Arya Stark,Characters from Braavos#
Cotter_Pyke,##Night's Watch#,##Ironborn#,NULL,NULL,M,A,Jon Snow,Members of the Night's Watch#Characters from the Iron Islands#Bastards#
Courtenay_Greenhill,##House Greenhill#,,NULL,NULL,M,,Cersei Lannister,House Greenhill#Characters from Westeros#Knights#Nobles#
Cragorn,##House Greyjoy#,,NULL,300,M,,Victarion Greyjoy,Characters from Essos#Sailors#Crew and followers of Euron Greyjoy#
Craster,,##Free Folk#,NULL,299,M,D,Jon Snow,Bastards#Wildlings#Characters from Beyond the Wall#Kinslayers#
Crawn,##Moon Brothers#,##Mountain clans#,NULL,NULL,M,A,Tyrion Lannister,Characters from the Vale#
Cregan_Karstark,##House Karstark#,##Northmen#,249,NULL,M,,Jon Snow,House Karstark#Nobles#Characters from the North#
Cregan_Stark,##House Stark#The blacks#,##Northmen#,NULL,NULL,M,D,Bran Stark,House Stark#Nobles#Characters from the North#Hands of the King#
Creighton_Longbough,,,249,NULL,M,,Brienne of Tarth,Smallfolk#Knights#
Creighton_Redfort,##House Redfort#,,NULL,NULL,M,,N/A,Nobles#Characters from the Vale#House Redfort#Knights#
Cressen,,,220,299,M,D,Maester Cressen,House Baratheon retainers#Maesters#POV characters#
Criston_Cole,##House Cole#Rhaenyra Targaryen#(formerly)#Kingsguard#The greens#,##Stormlands#,NULL,130,M,,Arys Oakheart,House Cole#Characters from the Stormlands#Knights#Nobles#Members of the Kingsguard#Lords Commander of the Kingsguard#Hands of the King#
Cuger,##Night's Watch#,,NULL,NULL,M,A,Jon Snow,Stewards of the Night's Watch#Members of the Night's Watch#Characters from the North#
Cutjack,,,NULL,NULL,M,U,Arya Stark,Smallfolk#Characters from the Crownlands#Recruits of the Night's Watch#
Cynthea_Frey,##House Frey#,,290,NULL,F,,N/A,Noblewomen#Characters from the Riverlands#House Frey#
Cyrenna_Swann,##House Swann#House Frey#,,236,257,,,,House Swann#House Frey#Noblewomen#Characters from the Stormlands#
Daario_Naharis,##Stormcrows#,##Tyroshi#,NULL,NULL,M,,Daenerys Targaryen,Characters from Tyrosh#Mercenaries#Members of the Stormcrows#Courtiers and followers of Daenerys Targaryen#
Dacey_Mormont,##House Mormont#,##Northmen#,277,299,F,D,Catelyn Tully,Noblewomen#Characters from the North#House Mormont#Warrior Women#Members of Robb Stark's guard#
Dacks,##House Redfort#,,NULL,NULL,M,U,Eddard Stark,Characters from the Vale#Squires#
Daegon_Shepherd,##House Shepherd#,##Ironborn#,NULL,NULL,M,,Victarion Greyjoy,House Shepherd#Nobles#Characters from the Iron Islands#
